goods_nomenclature_item_id,productline_suffix,referenced_class,title,indent
3926000000,80,Heading,seals plastic,
3926000000,80,Heading,"statuettes, plastic",
3926000000,80,Heading,stencils (plastic),
3926000000,80,Heading,tarpaulins - plastics,
3926000000,80,Heading,tennis rachets head covers,
3926000000,80,Heading,trays - for office use - plastics,
3926000000,80,Heading,trophies - plastic,
3926000000,80,Heading,"washers, of plastic",
3926000000,80,Heading,watch - glasses of plastics,
3926200000,80,Commodity,"apparel, acrylic polymers",
3926200000,80,Commodity,"apparel, amino-resins, phenolic resins and polyurethanes",
3926200000,80,Commodity,"apparel, petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones",
3926200000,80,Commodity,"apparel, plastic",
3926200000,80,Commodity,"apparel, polyacetals, other polyethers and epoxide resins",
3926200000,80,Commodity,"apparel, polyamides",
3926200000,80,Commodity,"apparel, polycarbonates, alkyd resins, polyallyl esters and other polyesters",
3926200000,80,Commodity,"apparel, polymers of ethylene",
3926200000,80,Commodity,"apparel, polymers of propylene or of other olefins",
3926200000,80,Commodity,"apparel, polymers of styrene",
3926200000,80,Commodity,"apparel, polymers of vinyl acetate or of other vinyl esters",
3926200000,80,Commodity,"apparel, polymers of vinyl chloride or of other halogenated olefins",
3926200000,80,Commodity,"apparel, silicones",
3926200000,80,Commodity,"waders, plastic",
4000000000,80,Chapter,latex,
4001000000,80,Heading,balata,
4001000000,80,Heading,gutta-percha,
4001000000,80,Heading,rubber - balata,
4001000000,80,Heading,rubber - gutta-percha,
4001000000,80,Heading,"rubber - latex, natural",
4001000000,80,Heading,"rubber - natural, raw",
4001000000,80,Heading,"rubber - raw, natural",
4002000000,80,Heading,factice derived from oils,
4002000000,80,Heading,"rubber - latex, synthetic",
4002000000,80,Heading,"rubber - raw, synthetic",
4002000000,80,Heading,"rubber - synthetic, raw",
4002000000,80,Heading,styrene butadiene rubber,
4002000000,80,Heading,"suction hose, rubber",
4002000000,80,Heading,synthetic rubber,
4002410000,80,Subheading,neoprene,
4003000000,80,Heading,rubber - reclaimed,
4004000000,80,Heading,rubber - parings,
4004000000,80,Heading,rubber - scraps,
4004000000,80,Heading,rubber - waste,
4005000000,80,Heading,"dispersions, rubber",
4005000000,80,Heading,"masterbatch, synthetic rubber",
4005000000,80,Heading,rubber - dispersions,
4005000000,80,Heading,"rubber - latex, natural",
4005000000,80,Heading,"rubber - latex, synthetic",
4005000000,80,Heading,rubber - masterbatch,
4005000000,80,Heading,"rubber - plates, sheets and strips",
4005000000,80,Heading,rubber - solutions,
4005000000,80,Heading,sheets of rubber,
4005000000,80,Heading,strip - rubber,
4006000000,80,Heading,camel bark (tyre retreading),
4006000000,80,Heading,rods - rubber,
4006000000,80,Heading,rubber - rods,
4006000000,80,Heading,rubber - thread,
4006000000,80,Heading,"tyre repair material, rubber",
4007000000,80,Heading,cord rubber vulcanised,
4007000000,80,Heading,elastic (rubber) thread - other than textile covered,
4007000000,80,Heading,"rubber - cord, vulcanised",
4007000000,80,Heading,rubber - thread,
4008000000,80,Heading,"carpet underlay, rubber",
4008000000,80,Heading,"hospital sheeting, rubber",
4008000000,80,Heading,mats and matting - of rubber,
4008000000,80,Heading,"printers blankets, rubber",
4008000000,80,Heading,rods - rubber,
4008000000,80,Heading,"rubber - carpet, underlay",
4008000000,80,Heading,rubber - flooring and tiles,
4008000000,80,Heading,rubber - mats and matting,
4008000000,80,Heading,"rubber - plates, sheets and strips",
4008000000,80,Heading,rubber - profile shapes,
4008000000,80,Heading,rubber - rods,
4008000000,80,Heading,sheets of rubber,
4008000000,80,Heading,strip - rubber,
4008000000,80,Heading,tiles - rubber,
4009000000,80,Heading,"garden hose, of rubber",
4009000000,80,Heading,"hosepiping, of rubber",
4009000000,80,Heading,"motor vehicle parts and accessories - hoses, rubber",
4009000000,80,Heading,"piping, rubber",
4009000000,80,Heading,rubber - hosepiping,
4009000000,80,Heading,rubber - piping and tubing,
4009000000,80,Heading,rubber - roller covering for machinery,
4009000000,80,Heading,"wire braided, hose, rubber",
4010000000,80,Heading,"belts and belting, transmission or conveyor - rubber and rubber/textile combinations",
4010000000,80,Heading,"fan belts, rubber (motor vehicles)",
4010000000,80,Heading,"motor vehicle parts and accessories - fan belts, rubber",
4010000000,80,Heading,"rubber - belts and belting, conveyor, elevator, machinery or transmission",
4010000000,80,Heading,"v belts, rubber",
4011000000,80,Heading,"motor vehicle parts and accessories - tyres, rubber",
4011000000,80,Heading,rubber - tyres,
4011000000,80,Heading,tyre rubber,
4011500000,80,Commodity,"bicycle tyres, new",
4012000000,80,Heading,"motor vehicle parts and accessories - tyres, rubber",
4012000000,80,Heading,rubber - tyres,
4012000000,80,Heading,"treads, rubber tyre, interchangeable",
4012000000,80,Heading,tyre rubber,
4013000000,80,Heading,"inner tubes, rubber",
4013000000,80,Heading,"tubes, other kinds - inner, rubber",
4014000000,80,Heading,"hot water bottles, rubber",
4014000000,80,Heading,nipple shields,
4014000000,80,Heading,rubber - hot water bottles,
4014000000,80,Heading,rubber - hygienic and pharmaceutical articles,
4014000000,80,Heading,"sheath, contraceptives, rubber",
4014000000,80,Heading,syringes,
4014000000,80,Heading,"teats, rubber",
4015000000,80,Heading,"apparel, rubber",
4015000000,80,Heading,"gloves, rubber",
4015000000,80,Heading,"medical gloves, rubber",
4015000000,80,Heading,rubber - apparel,
4015000000,80,Heading,rubber - gloves,
4015000000,80,Heading,"rubber gloves of a kind used for medical, surgical, dental or veterinary purposes",
4015000000,80,Heading,shoulder pads,
4015120000,80,Subheading,latex gloves,
4015120000,80,Commodity,"Surgical gloves, of vulcanised rubber (PPE)",
4015190000,80,Commodity,"Gloves, mittens and mitts, of vulcanised rubber (excl. surgical gloves)",
4015900000,80,Commodity,"waders, rubber",
4016000000,80,Heading,"bands, rubber (e.g. office equipment)",
4016000000,80,Heading,"erasers, rubber",
4016000000,80,Heading,motor vehicle parts and accessories - seals rubber,
4016000000,80,Heading,oil seals - rubber,
4016000000,80,Heading,"pneumatic mattresses, rubber",
4016000000,80,Heading,"printers blankets, rubber",
4016000000,80,Heading,rubber - inflatable goods,
4016000000,80,Heading,rubber - mats and matting,
4016000000,80,Heading,"rubber - seats, fluid and oil",
4016000000,80,Heading,rubber - stationery requisites,
4016000000,80,Heading,"seals, rubber",
4016000000,80,Heading,tiles - rubber,
4016000000,80,Heading,washers of rubber,
4016950000,80,Commodity,"air bed, of vulcanised rubber",
4016950000,80,Commodity,"inflatable mattress, of vulcanised rubber",
4016999700,80,Subheading,"Boot covers / overshoes - made of plastic or rubber, disposable (PPE)",
4017000000,80,Heading,"ebonite, and articles of",
4017000000,80,Heading,"pacifiers, rubber",
4017000000,80,Heading,rods - rubber,
4017000000,80,Heading,rubber - ebonite,
4017000000,80,Heading,rubber - hard ebonite and vulcanite),
4017000000,80,Heading,"rubber - plates, sheets and strips",
4017000000,80,Heading,rubber - profile shapes,
4017000000,80,Heading,rubber - rods,
4017000000,80,Heading,rubber - scraps,
4017000000,80,Heading,rubber - vulcanite,
4017000000,80,Heading,rubber - waste,
4017000000,80,Heading,sheets of rubber,
4017000000,80,Heading,strip - rubber,
4017000000,80,Heading,"tubes, other kinds - ebonite",
4017000000,80,Heading,vulcanite,
4101000000,80,Heading,"hides, raw",
4101000000,80,Heading,"skins - other, raw",
4102000000,80,Heading,"lamb skins, raw",
4103000000,80,Heading,"skins - other, raw",
4104000000,80,Heading,leather - bovine leather,
4104000000,80,Heading,leather - box calf leather,
4104000000,80,Heading,"leather, equine",
4104000000,80,Heading,"leather - of bovine or equine animals without hair on, other than leather",
4105000000,80,Heading,leather - sheep and lamb skin leather,
4106000000,80,Heading,leather - goat and kid skin leather,
4106000000,80,Heading,"leather - goat and kid skin, without hair on, other than leather",
4106000000,80,Heading,leather - suede kid,
4107000000,80,Heading,leather - bovine or equine leather,
4107000000,80,Heading,"leather - of other animals, without hair on, other than leather",
4114000000,80,Heading,chamois,
4114000000,80,Heading,goat- or kid-skin leather - without hair on other than leather,
4114000000,80,Heading,"leather, chamois",
4114000000,80,Heading,leather - metallised leather,
4114000000,80,Heading,leather - patent laminated leather,
4114000000,80,Heading,leather - patent leather,
4114000000,80,Heading,metallised leather,
4114000000,80,Heading,patent leather and patent laminated leather,
4115000000,80,Heading,composition leather,
4115000000,80,Heading,leather - composition leather,
4115000000,80,Heading,"leather - dust, leather",
4115000000,80,Heading,"leather - dust, powder and flour",
4115000000,80,Heading,"leather - flour, leather",
4115000000,80,Heading,"leather - of composition leather: parings and other waste of, not suitable for the manufacture of leather articles",
4115000000,80,Heading,"leather - powder, leather",
4115000000,80,Heading,leather - waste leather,
4201000000,80,Heading,bridles,
4201000000,80,Heading,harness (for animals),
4201000000,80,Heading,leather - harness and saddlery for animals,
4201000000,80,Heading,saddlery,
4202000000,80,Heading,"bags - designed for prolonged use, of leather, plastics, textile or paperboard",
4202000000,80,Heading,"bags, travelling of leather, plastic sheeting, textile or paperboard",
4202000000,80,Heading,briefcases,
4202000000,80,Heading,cosmetic case - other,
4202000000,80,Heading,cotton bags,
4202000000,80,Heading,document cases,
4202000000,80,Heading,"handbags, leather, plastic sheeting, textile fabric or paperboard",
4202000000,80,Heading,hat boxes,
4202000000,80,Heading,holdalls,
4202000000,80,Heading,laptop bag,
4202000000,80,Heading,laptop case,
4202000000,80,Heading,"leather - bags, handbags, pochettes",
4202000000,80,Heading,leather - of composition leather: articles of a kind used in machinery or mechanical devices,
4202000000,80,Heading,leather - travel goods,
4202000000,80,Heading,mobile phones - cases,
4202000000,80,Heading,musical instrument cases,
4202000000,80,Heading,music cases,
4202000000,80,Heading,needles - cases,
4202000000,80,Heading,plastics - executive cases,
4202000000,80,Heading,pochettes,
4202000000,80,Heading,"pouches, leather, plastics or textile",
4202000000,80,Heading,"purses, leather, plastics or textile",
4202000000,80,Heading,shopping bags,
4202000000,80,Heading,"skins - other, raw",
4202000000,80,Heading,spectacle cases,
4202000000,80,Heading,suitcases,
4202000000,80,Heading,"tobacco pouches of leather, plastics or textile",
4202000000,80,Heading,"toilet - cases of leather, plastics sheeting or textile",
4202000000,80,Heading,"tool cases of leather, vulcanised fibre, plastic sheeting, textile or paperboard",
4202000000,80,Heading,tote bags,
4202000000,80,Heading,"trunks, travelling",
4202000000,80,Heading,vanity cases,
4202000000,80,Heading,"wallets of leather, plastics or textile",
4202110000,80,Subheading,backpacks,
4202110000,80,Subheading,rucksacks,
4202310000,80,Subheading,"passport holder or case, leather",
4202320000,80,Subheading,"passport holder or case, plastic or textile",
4202910000,80,Subheading,camera cases,
4203000000,80,Heading,gloves (leather),
4203000000,80,Heading,leather apparel,
4203000000,80,Heading,leather clothing and accessories,
4203000000,80,Heading,leather ties,
4203100000,80,Commodity,"aprons, leather",
4203100000,80,Commodity,"jackets, leather",
4203100000,80,Commodity,"overcoats, leather",
4203100000,80,Commodity,"trousers, leather",
4205000000,80,Heading,bands (for machinery etc),
4205000000,80,Heading,"belts and belting, transmission or conveyor - leather",
4205000000,80,Heading,"elevator bands, belting and belts",
4205000000,80,Heading,"fancy goods, leather, other than bags, wallets, etc",
4205000000,80,Heading,leather - of composition leather: articles of not elsewhere specified or included,
4205000000,80,Heading,"luggage labels, leather",
4205000000,80,Heading,"machinery bands, belts and belting",
4205000000,80,Heading,reading covers (for books) of leather,
4205000000,80,Heading,"transmission bands, belts and belting",
4206000000,80,Heading,catgut,
4206000000,80,Heading,"guts, articles of",
4301000000,80,Heading,furskin raw,
4301000000,80,Heading,goat or kid skin leather - with hair,
4301000000,80,Heading,"goat skins (yemen, mongolian and tibetan- raw",
4301000000,80,Heading,"kid skins (yemen, mongolian and tibetan) raw",
4301000000,80,Heading,mink skins raw,
4301000000,80,Heading,"rabbit skins, raw",
4301000000,80,Heading,"skins - fur, raw",
4302000000,80,Heading,"furskins, dropped (stranded)",
4302000000,80,Heading,"furskins, tanned",
4302000000,80,Heading,"mink furskin, tanned",
4303000000,80,Heading,apparel - furskin,
4303000000,80,Heading,"gloves, furskin",
4303000000,80,Heading,"haversack, furskin",
4303000000,80,Heading,"muffs, furskin",
4303000000,80,Heading,"robes, furskin",
4303000000,80,Heading,"stoles, furskin",
4304000000,80,Heading,"apparel - fur, artificial (except headgear and footwear)",
4304000000,80,Heading,clothing of artificial fur,
4304000000,80,Heading,"fur, artificial",
4304000000,80,Heading,"furskin, artificial",
4401000000,80,Heading,"chips, wood",
4401000000,80,Heading,faggots (fuel wood),
4401000000,80,Heading,fuel wood,
4401000000,80,Heading,"logs, wood",
4401000000,80,Heading,"pulpwood, in the form of chips",
4401000000,80,Heading,sawdust,
4401000000,80,Heading,wood - chips,
4401000000,80,Heading,wood - fuel,
4401000000,80,Heading,wood - waste,
4402000000,80,Heading,"charcoal, wood",
4402000000,80,Heading,wood - charcoal,
4402200000,80,Subheading,biochar,
4403000000,80,Heading,"pitprops, wood",
4403000000,80,Heading,"pulpwood, other",
4403000000,80,Heading,"telegraphic poles, wood",
4403000000,80,Heading,wood - roughly squared,
4404000000,80,Heading,chipwood,
4404000000,80,Heading,"fence posts, not sawn to length",
4404000000,80,Heading,"fencing post, wood, not sawn",
4404000000,80,Heading,hoopwood,
4404000000,80,Heading,"poles, split or pointed wood",
4404000000,80,Heading,"sticks, wood, roughly trimmed",
4405000000,80,Heading,flour - wood,
4405000000,80,Heading,wood - flour,
4405000000,80,Heading,wood - wool,
4406000000,80,Heading,iron or steel - sleepers of wood,
4406000000,80,Heading,"railway sleepers, wood",
4406000000,80,Heading,"sleepers, railway or tramway, of wood",
4407000000,80,Heading,pencil boards wood,
4407000000,80,Heading,"wood - sawn lengthwise, sliced or peeled, whether or not planed",
4408000000,80,Heading,pencil boards wood,
4408000000,80,Heading,"veneer sheets, wood",
4408000000,80,Heading,"wood - sawn lengthwise, sliced or peeled, whether or not planed",
4409000000,80,Heading,"beading, wood",
4409000000,80,Heading,dowels,
4409000000,80,Heading,drawn wood,
4409000000,80,Heading,"mouldings, wood",
4409000000,80,Heading,wood - drawn,
4410000000,80,Heading,"chipboard, wood (particle board)",
4410000000,80,Heading,flaxboard,
4410000000,80,Heading,particle boards,
4410000000,80,Heading,wood - chipboard (particle/board),
4410000000,80,Heading,"wood - continuously shaped (tongue and grooved, etc)",
4410000000,80,Heading,wood - particle board,
4411000000,80,Heading,fibreboard,
4411000000,80,Heading,hardboard (fibreboard),
4411000000,80,Heading,medium board (wood),
4411000000,80,Heading,medium density fibreboard (mdf),
4411000000,80,Heading,softboard,
4411000000,80,Heading,wood - fibreboard,
4411000000,80,Heading,wood flooring,
4412000000,80,Heading,bamboo flooring,
4412000000,80,Heading,battenboard,
4412000000,80,Heading,block board,
4412000000,80,Heading,laminated wood,
4412000000,80,Heading,laminboard,
4412000000,80,Heading,particle boards,
4412000000,80,Heading,plywood,
4412000000,80,Heading,veneered particle board,
4412000000,80,Heading,wood - blockboard,
4412000000,80,Heading,wood flooring,
4412000000,80,Heading,wood - plywood,
4412340000,80,Commodity,palm plywood,
4412410000,80,Subheading,lvl,
4413000000,80,Heading,wood - densified,
4414000000,80,Heading,"frames - mirror, photograph and pictures, wood",
4415000000,80,Heading,boxes of wood,
4415000000,80,Heading,containers for the conveyance or packing of goods - fibreboard,
4415000000,80,Heading,containers for the conveyance or packing of goods -wood,
4415000000,80,Heading,"crates, wood",
4415000000,80,Heading,"drums, wood for packing goods",
4415000000,80,Heading,packing cases of wood,
4415000000,80,Heading,pallets - of wood,
4416000000,80,Heading,"barrels, wood",
4416000000,80,Heading,"buckets, wood",
4416000000,80,Heading,"casks, wood",
4416000000,80,Heading,coopers product wood,
4416000000,80,Heading,"staves, wood, finished or unfinished",
4416000000,80,Heading,"tubs, wood",
4416000000,80,Heading,"vats, including fermenting vats, without mechanical or cooling equipment - wood",
4417000000,80,Heading,"broom handles, wood",
4417000000,80,Heading,"brush handles, wood",
4417000000,80,Heading,"handles, broom, brush and tool, of wood",
4417000000,80,Heading,"last boot and shoe, wood",
4417000000,80,Heading,"tool handles, wood",
4417000000,80,Heading,tools - wooden tools without metal working parts (see also machines and machinery),
4417000000,80,Heading,wood - tools,
4418000000,80,Heading,"doors and door frames, wood",
4418000000,80,Heading,"frames - doors and windows, wood",
4418000000,80,Heading,"panels, cellular wood",
4418000000,80,Heading,"parquet flooring panels, assembled, wood",
4418000000,80,Heading,"window frames, wooden",
4418000000,80,Heading,wood - builders joinery and carpentry,
4418000000,80,Heading,wood - cellular panels,
4418000000,80,Heading,wood flooring,
4419000000,80,Heading,"fruit bowls, wood",
4419000000,80,Heading,"household utensils, wood",
4419000000,80,Heading,kitchenware wood,
4419000000,80,Heading,"nut crackers, of wood",
4419000000,80,Heading,rolling pins of wood,
4419000000,80,Heading,"tableware, wood",
4419000000,80,Heading,trays - for domestic use - wooden,
4419000000,80,Heading,wood - tableware and kitchenware,
4420000000,80,Heading,"cases, for cutlery wood",
4420000000,80,Heading,"caskets, for jewellery wood",
4420000000,80,Heading,"cigarette boxes, wood",
4420000000,80,Heading,inlaid wood (articles of wood),
4420000000,80,Heading,"marquetry, wood",
4420000000,80,Heading,"needle work boxes, wood",
4420000000,80,Heading,"ornaments, wood",
4420000000,80,Heading,wood - marquetry,
4421000000,80,Heading,blinds - wood,
4421000000,80,Heading,bobbins - of wood,
4421000000,80,Heading,coat hangers - wood,
4421000000,80,Heading,coffins of wood,
4421000000,80,Heading,cops of wood,
4421000000,80,Heading,match splints,
4421000000,80,Heading,"paving blocks, of wood",
4421000000,80,Heading,rabbit hutches,
4421000000,80,Heading,"reels, sewing thread, wood",
4421000000,80,Heading,"spool, of turned wood",
4421000000,80,Heading,trays - for office use - wooden,
4501000000,80,Heading,"cork, natural - unworked, crushed, granulated or ground",
4501000000,80,Heading,"cork, natural - waste",
4501000000,80,Heading,waste - cork,
4502000000,80,Heading,"cork, natural - in rectangular blocks, plates, sheets or strips",
4502000000,80,Heading,wallpaper - faced with cork,
4503000000,80,Heading,"cord, natural - articles of",
4503000000,80,Heading,discs - for the manufacture of crown corks,
4503000000,80,Heading,stoppers - natural cork,
4504000000,80,Heading,"cork, agglomerated, including articles thereof",
4504000000,80,Heading,stoppers - agglomerated cork,
4504000000,80,Heading,tiles - agglomerated cork,
4504000000,80,Heading,wallpaper - faced with cork,
4600000000,80,Chapter,"plaiting material, manufactures of",
4601000000,80,Heading,mats and matting - of plaiting materials,
4601000000,80,Heading,plaits and similar products of plaiting materials,
4602000000,80,Heading,basket work,
4602000000,80,Heading,envelopes - straw,
4602000000,80,Heading,gloves - of loofah,
4602000000,80,Heading,hampers (made of wicker etc.),
4602000000,80,Heading,"lobster pot, wicker",
4602000000,80,Heading,loofah articles,
4602000000,80,Heading,straw - envelopes for bottles,
4602000000,80,Heading,"wickerwork articles, excluding furniture",
4700000000,80,Chapter,paper-making material,
4701000000,80,Heading,pulp - of wood,
4701000000,80,Heading,wood - pulp,
4702000000,80,Heading,acetate pulp (wood pulp),
4706000000,80,Heading,bagasse pulp,
4706000000,80,Heading,cotton linter pulp,
4706000000,80,Heading,esparto pulp,
4706000000,80,Heading,pulp - of cotton linter,
4706000000,80,Heading,pulp - of esparto,
4706000000,80,Heading,pulp - of recovered (waste and scrap) paper and paperboard,
4706000000,80,Heading,pulp - of straw,
4706000000,80,Heading,pulp of vegetable fibre,
4706000000,80,Heading,straw - pulp,
4707000000,80,Heading,waste - paper or paperboard,
4801000000,80,Heading,newsprint,
4801000000,80,Heading,"paper and paperboard, other in rolls or sheets - newsprint (including bulk mechanical)",
4802000000,80,Heading,A3 paper,
4802000000,80,Heading,A4 paper,
4802000000,80,Heading,duplicating paper,
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - hand made",
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - kraft paper and paper board",
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - photographic base paper for sensitising",
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - printing",
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - stencil base paper",
4802000000,80,Heading,"paper and paperboard, other in rolls or sheets - wallpaper base (not wallpaper - see 48.14)",
4802000000,80,Heading,"paper and paperboard, specific type of article - kraft paper and paperboard - machine glazed",
4802000000,80,Heading,"paper and paperboard, specific type of article - kraft paper and paperboard - other",
4802000000,80,Heading,paper (for writing),
4802000000,80,Heading,punched card paper,
4802000000,80,Heading,typing paper,
4802000000,80,Heading,wallpaper base,
4802000000,80,Heading,writing paper,
4803000000,80,Heading,embossed,
4803000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - other",
4803000000,80,Heading,"paper and paperboard, other in rolls or sheets - cellulose wadding",
4803000000,80,Heading,"paper and paperboard, other in rolls or sheets - corrugated, creped or crinkled",
4803000000,80,Heading,"paper and paperboard, other in rolls or sheets - perforated",
4803000000,80,Heading,"paper and paperboard, other in rolls or sheets - tissue paper (other)",
4803000000,80,Heading,tissues - tissue stock,
4803000000,80,Heading,tissues - webs of cellulose fibres,
4803000000,80,Heading,"wadding, cellulose",
4804000000,80,Heading,"paper and paperboard, other in rolls or sheets - condenser paper",
4804000000,80,Heading,"paper and paperboard, other in rolls or sheets - kraft paper and paper board",
4804000000,80,Heading,"paper and paperboard, other in rolls or sheets - wrapping and packing paper",
4804000000,80,Heading,"paper and paperboard, specific type of article - kraft paper and paperboard - machine glazed",
4804000000,80,Heading,"paper and paperboard, specific type of article - kraft paper and paperboard - other",
4804000000,80,Heading,wrapping - paper,
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - blotting paper",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - condenser paper",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - electrical insulating pressboard (presspahn)",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - felt paper and felt board",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - filter paper and paperboard",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - folding box board",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - semi chemical fluting paper",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - test liner and liner board",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - uncoated paper and paperboard",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - waste based fluting",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - wood pulp board",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - woollen paper and woollen board",
4805000000,80,Heading,"paper and paperboard, other in rolls or sheets - wrapping and packing paper",
4805000000,80,Heading,wrapping - paper,
4806000000,80,Heading,grease-proof paper,
4806000000,80,Heading,"paper and paperboard, other in rolls or sheets - glazed transparent (glassine)",
4806000000,80,Heading,"paper and paperboard, other in rolls or sheets - greaseproof and imitation greaseproof",
4806000000,80,Heading,"paper and paperboard, other in rolls or sheets - parchment and imitation parchment",
4806000000,80,Heading,"paper and paperboard, other in rolls or sheets - tracing paper",
4806000000,80,Heading,tracing paper,
4807000000,80,Heading,cardboard sheets,
4807000000,80,Heading,"paper and paperboard, other in rolls or sheets - composite paper or paperboard",
4807000000,80,Heading,"paper and paperboard, other in rolls or sheets - strawboard, composite",
4808000000,80,Heading,embossed,
4808000000,80,Heading,"paper and paperboard, other in rolls or sheets - corrugated, creped or crinkled",
4808000000,80,Heading,"paper and paperboard, other in rolls or sheets - perforated",
4809000000,80,Heading,carbon paper,
4809000000,80,Heading,"paper and paperboard, general categories - carbon papers, (similar copying paper) and stencils",
4809000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - carbon paper and similar copying paper, duplicator stencil paper",
4809000000,80,Heading,"paper and paperboard, specific type of article - carbon and copying paper",
4810000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - coated with kaolin or other inorganic substances",
4811000000,80,Heading,"floor covering, paper based",
4811000000,80,Heading,"paper and paperboard, general categories - floor coverings (on a base of paper)",
4811000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - coated or impregnated with plastics",
4811000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - other",
4811000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - tarred, bituminised or asphalted",
4811000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - wax, paraffin wax, stearin, oil or glycerol",
4811000000,80,Heading,"paper and paperboard, other in rolls or sheets - wrapping and packing paper",
4811000000,80,Heading,"paper and paperboard, specific type of article - rape, self-adhesive (pressure sensitive) paper based",
4811000000,80,Heading,"tapes - self-adhesive (pressure sensitive), paper based",
4811000000,80,Heading,wrapping - paper,
4811410000,80,Subheading,masking tape,
4812000000,80,Heading,"paper and paperboard, general categories - filter blocks, slabs and plates",
4813000000,80,Heading,"paper and paperboard, general categories - cigarette paper (whether or not cut to size)",
4813000000,80,Heading,"paper and paperboard, other in rolls or sheets - cigarette paper",
4813000000,80,Heading,"paper and paperboard, specific type of article - plug wrap",
4814000000,80,Heading,borders (decoration of paper),
4814000000,80,Heading,lincrusta,
4814000000,80,Heading,vinyl wall coverings (paper-backed),
4814000000,80,Heading,"wall coverings - of plaiting material, (paper backed)",
4814000000,80,Heading,wallpaper,
4814000000,80,Heading,washable wallpaper,
4816000000,80,Heading,"paper and paperboard, general categories - carbon papers, (similar copying paper) and stencils",
4816000000,80,Heading,"paper and paperboard, impregnated, coated, covered, surface coloured, surface decorated or printed - carbon paper and similar copying paper, duplicator stencil paper",
4816000000,80,Heading,"paper and paperboard, specific type of article - carbon and copying paper",
4816000000,80,Heading,"paper and paperboard, specific type of article - transfer papers (cut to size)",
4816000000,80,Heading,stencils (paper),
4817000000,80,Heading,envelopes - paper,
4817000000,80,Heading,"paper and paperboard, general categories - envelopes, plain postcards, etc",
4817000000,80,Heading,"paper and paperboard, specific type of article - compendiums (writing)",
4817000000,80,Heading,"paper and paperboard, specific type of article - envelopes",
4817000000,80,Heading,"paper and paperboard, specific type of article - stationery (paper)",
4817000000,80,Heading,stationery - paper,
4818000000,80,Heading,cellulose or paper masks,
4818000000,80,Heading,cleansing tissues,
4818000000,80,Heading,gloves - of paper,
4818000000,80,Heading,"handkerchiefs, paper",
4818000000,80,Heading,"paper and paperboard, specific type of article - handkerchiefs",
4818000000,80,Heading,"paper and paperboard, specific type of article - napkins and liners for babies",
4818000000,80,Heading,"paper and paperboard, specific type of article - sanitary towels of cellulose wadding",
4818000000,80,Heading,"paper and paperboard, specific type of article - serviettes",
4818000000,80,Heading,"paper and paperboard, specific type of article - toilet paper (in cut sheets or rolls)",
4818000000,80,Heading,"paper and paperboard, specific type of article - towels",
4818000000,80,Heading,"sanitary towels, of cellulose wadding",
4818000000,80,Heading,tissues - facial,
4818000000,80,Heading,"towels, paper",
4818000000,80,Heading,"towels, sanitary of cellulose wadding",
4818300000,80,Commodity,tablecloths,
4819000000,80,Heading,"bags, paper",
4819000000,80,Heading,boxes of paper or paperboard,
4819000000,80,Heading,cardboard boxes,
4819000000,80,Heading,cardboard cartons,
4819000000,80,Heading,cartons,
4819000000,80,Heading,"packets, of paper",
4819000000,80,Heading,"paper and paperboard, general categories - boxes, bags and other packing containers",
4819000000,80,Heading,"paper and paperboard, general categories - storage boxes and similar articles",
4819000000,80,Heading,"paper and paperboard, specific type of article - bags and boxes",
4819000000,80,Heading,"paper and paperboard, specific type of article - box files",
4820000000,80,Heading,account books,
4820000000,80,Heading,address books,
4820000000,80,Heading,advertising materials - diaries,
4820000000,80,Heading,albums,
4820000000,80,Heading,binders - of paper or paperboard,
4820000000,80,Heading,diaries,
4820000000,80,Heading,file covers of paper or paperboard,
4820000000,80,Heading,folders - paper or cardboard,
